Season,Team_name,Id,Squad_num,Player_name,Player_name_en,National
2019,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2018,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2017,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2016,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2015,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2014,서울,20140075,2,황현수,Hyunsoo HWANG,한국
2021,수원,20140076,5,조성진,Sungjin JO,한국
2020,수원,20140076,5,조성진,Sungjin JO,한국
2019,수원,20140076,5,조성진,Sungjin JO,한국
2018,수원,20140076,5,조성진,Sungjin JO,한국
2017,수원,20140076,5,조성진,Sungjin JO,한국
2016,안산,20140076,5,조성진,Sungjin JO,한국
2015,수원,20140076,5,조성진,Sungjin JO,한국
2014,수원,20140076,5,조성진,Sungjin JO,한국
2021,수원,20140078,19,노동건,Donggeon NO,한국
2020,수원,20140078,19,노동건,Donggeon NO,한국
2019,수원,20140078,19,노동건,Donggeon NO,한국
2018,수원,20140078,19,노동건,Donggeon NO,한국
2017,포항,20140078,19,노동건,Donggeon NO,한국
2016,수원,20140078,19,노동건,Donggeon NO,한국
2015,수원,20140078,19,노동건,Donggeon NO,한국
2014,수원,20140078,19,노동건,Donggeon NO,한국
2021,수원,20140081,21,양형모,Hyungmo YANG,한국
2020,수원,20140081,21,양형모,Hyungmo YANG,한국
2019,수원,20140081,21,양형모,Hyungmo YANG,한국
2018,아산,20140081,21,양형모,Hyungmo YANG,한국
2017,수원,20140081,21,양형모,Hyungmo YANG,한국
2016,수원,20140081,21,양형모,Hyungmo YANG,한국
2021,경남,20140092,4,배승진,Seungjin BAE,한국
2020,경남,20140092,4,배승진,Seungjin BAE,한국
2019,경남,20140092,4,배승진,Seungjin BAE,한국
2017,성남,20140092,4,배승진,Seungjin BAE,한국
2016,인천,20140092,4,배승진,Seungjin BAE,한국
2015,안산,20140092,4,배승진,Seungjin BAE,한국
2014,인천,20140092,4,배승진,Seungjin BAE,한국
2021,인천,20140094,15,김대중,DAEJUNG KIM,한국
2020,인천,20140094,15,김대중,DAEJUNG KIM,한국
2019,상주,20140094,15,김대중,DAEJUNG KIM,한국
2018,인천,20140094,15,김대중,DAEJUNG KIM,한국
2017,인천,20140094,15,김대중,DAEJUNG KIM,한국
2016,인천,20140094,15,김대중,DAEJUNG KIM,한국
2015,인천,20140094,15,김대중,DAEJUNG KIM,한국
2014,대전,20140094,15,김대중,DAEJUNG KIM,한국
2021,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2020,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2019,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2018,아산,20140095,7,김도혁,DOHYEOK KIM,한국
2017,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2016,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2015,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2014,인천,20140095,7,김도혁,DOHYEOK KIM,한국
2021,김천,20140096,3,김용환,KIM Yonghwan,한국
2020,포항,20140096,3,김용환,KIM Yonghwan,한국
2019,포항,20140096,3,김용환,KIM Yonghwan,한국
2018,인천,20140096,3,김용환,KIM Yonghwan,한국
2017,인천,20140096,3,김용환,KIM Yonghwan,한국
2016,인천,20140096,3,김용환,KIM Yonghwan,한국
2015,인천,20140096,3,김용환,KIM Yonghwan,한국
2014,인천,20140096,3,김용환,KIM Yonghwan,한국
2021,인천,20140100,21,이태희,TAE HUI LEE,한국
2020,인천,20140100,21,이태희,TAE HUI LEE,한국
2019,인천,20140100,21,이태희,TAE HUI LEE,한국
2018,인천,20140100,21,이태희,TAE HUI LEE,한국
2017,인천,20140100,21,이태희,TAE HUI LEE,한국
2016,인천,20140100,21,이태희,TAE HUI LEE,한국
2015,인천,20140100,21,이태희,TAE HUI LEE,한국
2021,서울E,20140102,13,김경민,Kyeongmin KIM,한국
2018,제주,20140102,13,김경민,Kyeongmin KIM,한국
2017,부산,20140102,13,김경민,Kyeongmin KIM,한국
2016,제주,20140102,13,김경민,Kyeongmin KIM,한국
2015,제주,20140102,13,김경민,Kyeongmin KIM,한국
2014,제주,20140102,13,김경민,Kyeongmin KIM,한국
2021,수원FC,20140105,3,김상원,Sangwon KIM,한국
2020,포항,20140105,3,김상원,Sangwon KIM,한국
2019,안양,20140105,3,김상원,Sangwon KIM,한국
2018,제주,20140105,3,김상원,Sangwon KIM,한국
2017,광주,20140105,3,김상원,Sangwon KIM,한국
2016,제주,20140105,3,김상원,Sangwon KIM,한국
2015,제주,20140105,3,김상원,Sangwon KIM,한국
2014,제주,20140105,3,김상원,Sangwon KIM,한국
2021,대구,20140109,14,안용우,Yongwoo AN,한국
2017,전남,20140109,14,안용우,Yongwoo AN,한국
2016,전남,20140109,14,안용우,Yongwoo AN,한국
2015,전남,20140109,14,안용우,Yongwoo AN,한국
2014,전남,20140109,14,안용우,Yongwoo AN,한국
2021,김천,20140113,15,우주성,WOO Jooseong,한국
2020,상주,20140113,15,우주성,WOO Jooseong,한국
2019,경남,20140113,15,우주성,WOO Jooseong,한국
2018,경남,20140113,15,우주성,WOO Jooseong,한국
2017,경남,20140113,15,우주성,WOO Jooseong,한국
2016,경남,20140113,15,우주성,WOO Jooseong,한국
2015,경남,20140113,15,우주성,WOO Jooseong,한국
2014,경남,20140113,15,우주성,WOO Jooseong,한국
2021,제주,20140115,8,이창민,Changmin LEE,한국
2020,제주,20140115,8,이창민,Changmin LEE,한국
2019,제주,20140115,8,이창민,Changmin LEE,한국
2018,제주,20140115,8,이창민,Changmin LEE,한국
2017,제주,20140115,8,이창민,Changmin LEE,한국
2016,제주,20140115,8,이창민,Changmin LEE,한국
2015,전남,20140115,8,이창민,Changmin LEE,한국
2014,경남,20140115,8,이창민,Changmin LEE,한국
2021,서울E,20140117,99,한의권,Euigwon HAN,한국
2020,수원,20140117,99,한의권,Euigwon HAN,한국
2019,수원,20140117,99,한의권,Euigwon HAN,한국
2018,수원,20140117,99,한의권,Euigwon HAN,한국
2017,아산,20140117,99,한의권,Euigwon HAN,한국
2016,대전,20140117,99,한의권,Euigwon HAN,한국
2015,대전,20140117,99,한의권,Euigwon HAN,한국
2014,경남,20140117,99,한의권,Euigwon HAN,한국
2021,포항,20140118,13,권완규,WANKYU KWON,한국
2020,포항,20140118,13,권완규,WANKYU KWON,한국
2019,상주,20140118,13,권완규,WANKYU KWON,한국
2018,상주,20140118,13,권완규,WANKYU KWON,한국
2017,포항,20140118,13,권완규,WANKYU KWON,한국
2016,인천,20140118,13,권완규,WANKYU KWON,한국
2015,인천,20140118,13,권완규,WANKYU KWON,한국
2014,경남,20140118,13,권완규,WANKYU KWON,한국
2021,경남,20140122,31,손정현,Jeonghyeon SON,한국
2020,경남,20140122,31,손정현,Jeonghyeon SON,한국
2019,경남,20140122,31,손정현,Jeonghyeon SON,한국
2018,경남,20140122,31,손정현,Jeonghyeon SON,한국
2017,아산,20140122,31,손정현,Jeonghyeon SON,한국
2016,안산,20140122,31,손정현,Jeonghyeon SON,한국
2015,경남,20140122,31,손정현,Jeonghyeon SON,한국
2014,경남,20140122,31,손정현,Jeonghyeon SON,한국
2021,성남,20140126,11,서보민,Bomin SEO,한국
2020,성남,20140126,11,서보민,Bomin SEO,한국
2019,성남,20140126,11,서보민,Bomin SEO,한국
2018,성남,20140126,11,서보민,Bomin SEO,한국
2017,포항,20140126,11,서보민,Bomin SEO,한국
2016,강원,20140126,11,서보민,Bomin SEO,한국
2015,강원,20140126,11,서보민,Bomin SEO,한국
2014,강원,20140126,11,서보민,Bomin SEO,한국
2021,수원,20140127,6,한석종,Sukjong HAN,한국
2020,수원,20140127,6,한석종,Sukjong HAN,한국
2019,상주,20140127,6,한석종,Sukjong HAN,한국
2018,인천,20140127,6,한석종,Sukjong HAN,한국
2017,인천,20140127,6,한석종,Sukjong HAN,한국
2016,강원,20140127,6,한석종,Sukjong HAN,한국
2015,강원,20140127,6,한석종,Sukjong HAN,한국
2014,강원,20140127,6,한석종,Sukjong HAN,한국
2021,안양,20140128,25,박대한,Daehan PARK,한국
2020,인천,20140128,25,박대한,Daehan PARK,한국
2019,상주,20140128,25,박대한,Daehan PARK,한국
2018,상주,20140128,25,박대한,Daehan PARK,한국
2017,전남,20140128,25,박대한,Daehan PARK,한국
2016,인천,20140128,25,박대한,Daehan PARK,한국
2015,인천,20140128,25,박대한,Daehan PARK,한국
2014,강원,20140128,25,박대한,Daehan PARK,한국
2021,강원,20140134,14,신창무,CHANGMOO SHIN,한국
2020,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2019,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2018,상주,20140134,14,신창무,CHANGMOO SHIN,한국
2017,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2016,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2015,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2014,대구,20140134,14,신창무,CHANGMOO SHIN,한국
2021,경남,20140135,22,김동진,Dongjin KIM,한국
2020,대구,20140135,22,김동진,Dongjin KIM,한국
2019,대구,20140135,22,김동진,Dongjin KIM,한국
2018,아산,20140135,22,김동진,Dongjin KIM,한국
2017,대구,20140135,22,김동진,Dongjin KIM,한국
2016,대구,20140135,22,김동진,Dongjin KIM,한국
2015,대구,20140135,22,김동진,Dongjin KIM,한국
2014,대구,20140135,22,김동진,Dongjin KIM,한국
2021,강원,20140143,2,김영빈,YOUNGBIN KIM,한국
2020,강원,20140143,2,김영빈,YOUNGBIN KIM,한국
2019,광주,20140143,2,김영빈,YOUNGBIN KIM,한국
2018,상주,20140143,2,김영빈,YOUNGBIN KIM,한국
2017,광주,20140143,2,김영빈,YOUNGBIN KIM,한국
2016,광주,20140143,2,김영빈,YOUNGBIN KIM,한국
2015,광주,20140143,2,김영빈,YOUNGBIN KIM,한국
2014,광주,20140143,2,김영빈,YOUNGBIN KIM,한국
2021,광주,20140145,16,송승민,SONG Seungmin,한국
2020,상주,20140145,16,송승민,SONG Seungmin,한국
2019,상주,20140145,16,송승민,SONG Seungmin,한국
2018,포항,20140145,16,송승민,SONG Seungmin,한국
2017,광주,20140145,16,송승민,SONG Seungmin,한국
2016,광주,20140145,16,송승민,SONG Seungmin,한국
2015,광주,20140145,16,송승민,SONG Seungmin,한국
2014,광주,20140145,16,송승민,SONG Seungmin,한국
2021,광주,20140147,40,이찬동,Chandong LEE,한국
2020,제주,20140147,40,이찬동,Chandong LEE,한국
2019,상주,20140147,40,이찬동,Chandong LEE,한국
2018,제주,20140147,40,이찬동,Chandong LEE,한국
2017,제주,20140147,40,이찬동,Chandong LEE,한국
2016,광주,20140147,40,이찬동,Chandong LEE,한국
2015,광주,20140147,40,이찬동,Chandong LEE,한국
2014,광주,20140147,40,이찬동,Chandong LEE,한국
2021,광주,20140147,40,이찬동,Chandong LEE,한국
2020,제주,20140147,40,이찬동,Chandong LEE,한국
2019,상주,20140147,40,이찬동,Chandong LEE,한국
2018,제주,20140147,40,이찬동,Chandong LEE,한국
2017,제주,20140147,40,이찬동,Chandong LEE,한국
2016,광주,20140147,40,이찬동,Chandong LEE,한국
2015,광주,20140147,40,이찬동,Chandong LEE,한국
2014,광주,20140147,40,이찬동,Chandong LEE,한국
2021,광주,20140147,40,이찬동,Chandong LEE,한국
2020,제주,20140147,40,이찬동,Chandong LEE,한국
2019,상주,20140147,40,이찬동,Chandong LEE,한국
2018,제주,20140147,40,이찬동,Chandong LEE,한국
2017,제주,20140147,40,이찬동,Chandong LEE,한국
2016,광주,20140147,40,이찬동,Chandong LEE,한국
2015,광주,20140147,40,이찬동,Chandong LEE,한국
2014,광주,20140147,40,이찬동,Chandong LEE,한국
2021,안산,20140170,18,김륜도,Ryundo KIM,한국
2020,안산,20140170,18,김륜도,Ryundo KIM,한국
2019,부천,20140170,18,김륜도,Ryundo KIM,한국
2018,아산,20140170,18,김륜도,Ryundo KIM,한국
2017,아산,20140170,18,김륜도,Ryundo KIM,한국
2016,부천,20140170,18,김륜도,Ryundo KIM,한국
2015,부천,20140170,18,김륜도,Ryundo KIM,한국
2014,부천,20140170,18,김륜도,Ryundo KIM,한국
2021,부산,20140201,18,최필수,Pilsoo CHOE,한국
2020,부산,20140201,18,최필수,Pilsoo CHOE,한국
2019,부산,20140201,18,최필수,Pilsoo CHOE,한국
2018,안양,20140201,18,최필수,Pilsoo CHOE,한국
2017,상주,20140201,18,최필수,Pilsoo CHOE,한국
2016,안양,20140201,18,최필수,Pilsoo CHOE,한국
2015,안양,20140201,18,최필수,Pilsoo CHOE,한국
2014,안양,20140201,18,최필수,Pilsoo CHOE,한국
2021,안양,20140203,30,백동규,BAEK Donggyu,한국
2020,제주,20140203,30,백동규,BAEK Donggyu,한국
2019,제주,20140203,30,백동규,BAEK Donggyu,한국
2018,상주,20140203,30,백동규,BAEK Donggyu,한국
2017,제주,20140203,30,백동규,BAEK Donggyu,한국
2016,제주,20140203,30,백동규,BAEK Donggyu,한국
2015,제주,20140203,30,백동규,BAEK Donggyu,한국
2014,안양,20140203,30,백동규,BAEK Donggyu,한국
2021,수원,20140205,90,구대영,Daeyoung KOO,한국
2020,수원,20140205,90,구대영,Daeyoung KOO,한국
2019,수원,20140205,90,구대영,Daeyoung KOO,한국
2018,아산,20140205,90,구대영,Daeyoung KOO,한국
2017,아산,20140205,90,구대영,Daeyoung KOO,한국
2016,안양,20140205,90,구대영,Daeyoung KOO,한국
2015,안양,20140205,90,구대영,Daeyoung KOO,한국
2014,안양,20140205,90,구대영,Daeyoung KOO,한국
2021,제주,20140209,22,정우재,Woojae JEONG,한국
2020,제주,20140209,22,정우재,Woojae JEONG,한국
2019,제주,20140209,22,정우재,Woojae JEONG,한국
2018,대구,20140209,22,정우재,Woojae JEONG,한국
2017,대구,20140209,22,정우재,Woojae JEONG,한국
2016,대구,20140209,22,정우재,Woojae JEONG,한국
2015,충주,20140209,22,정우재,Woojae JEONG,한국
2014,성남,20140209,22,정우재,Woojae JEONG,한국
2021,전남,20140227,22,서명원,Myeongwon SUH,한국
2020,부천,20140227,22,서명원,Myeongwon SUH,한국
2019,강원,20140227,22,서명원,Myeongwon SUH,한국
2018,강원,20140227,22,서명원,Myeongwon SUH,한국
2016,울산,20140227,22,서명원,Myeongwon SUH,한국
2015,대전,20140227,22,서명원,Myeongwon SUH,한국
2014,대전,20140227,22,서명원,Myeongwon SUH,한국
2021,안양,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2020,안양,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2019,부천,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2018,부천,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2017,부천,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2016,부산,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2015,부산,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2014,부산,20140238,6,닐손주니어,Nilson Ricardo DA SILVA JUNIOR,브라질
2017,수원,20140264,9,조나탄,APARECIDO DA SILVA VILELA JOHNATHAN,브라질
2016,수원,20140264,9,조나탄,APARECIDO DA SILVA VILELA JOHNATHAN,브라질
2015,대구,20140264,9,조나탄,APARECIDO DA SILVA VILELA JOHNATHAN,브라질
2014,대구,20140264,9,조나탄,APARECIDO DA SILVA VILELA JOHNATHAN,브라질
2019,인천,20140272,24,여성해,Sunghye YEO,한국
2018,경남,20140272,24,여성해,Sunghye YEO,한국
2016,경남,20140272,24,여성해,Sunghye YEO,한국
2015,상주,20140272,24,여성해,Sunghye YEO,한국
2014,경남,20140272,24,여성해,Sunghye YEO,한국
2021,김천,20150014,24,정현철,Hyeoncheol JEONG,한국
2020,서울,20150014,24,정현철,Hyeoncheol JEONG,한국
2019,서울,20150014,24,정현철,Hyeoncheol JEONG,한국
2018,서울,20150014,24,정현철,Hyeoncheol JEONG,한국
2017,경남,20150014,24,정현철,Hyeoncheol JEONG,한국
2016,경남,20150014,24,정현철,Hyeoncheol JEONG,한국
2015,경남,20150014,24,정현철,Hyeoncheol JEONG,한국
2021,수원FC,20150015,13,최봉진,Bongjin CHOI,한국
2020,부천,20150015,13,최봉진,Bongjin CHOI,한국
2019,광주,20150015,13,최봉진,Bongjin CHOI,한국
2018,아산,20150015,13,최봉진,Bongjin CHOI,한국
2017,광주,20150015,13,최봉진,Bongjin CHOI,한국
2016,광주,20150015,13,최봉진,Bongjin CHOI,한국
2015,광주,20150015,13,최봉진,Bongjin CHOI,한국
2021,안양,20150026,99,주현우,Hyunwoo JOO,한국
2020,안양,20150026,99,주현우,Hyunwoo JOO,한국
2019,성남,20150026,99,주현우,Hyunwoo JOO,한국
2018,성남,20150026,99,주현우,Hyunwoo JOO,한국
2017,광주,20150026,99,주현우,Hyunwoo JOO,한국
2016,광주,20150026,99,주현우,Hyunwoo JOO,한국
2015,광주,20150026,99,주현우,Hyunwoo JOO,한국
2021,대구,20150030,7,김진혁,Jinhyuk KIM,한국
2020,상주,20150030,7,김진혁,Jinhyuk KIM,한국
2019,상주,20150030,7,김진혁,Jinhyuk KIM,한국
2018,대구,20150030,7,김진혁,Jinhyuk KIM,한국
2017,대구,20150030,7,김진혁,Jinhyuk KIM,한국
2015,대구,20150030,7,김진혁,Jinhyuk KIM,한국
2021,전북,20150035,29,류재문,RYU Jaemoon,한국
2020,대구,20150035,29,류재문,RYU Jaemoon,한국
2019,대구,20150035,29,류재문,RYU Jaemoon,한국
2018,대구,20150035,29,류재문,RYU Jaemoon,한국
2017,대구,20150035,29,류재문,RYU Jaemoon,한국
2016,대구,20150035,29,류재문,RYU Jaemoon,한국
2015,대구,20150035,29,류재문,RYU Jaemoon,한국
2021,충남아산,20150042,27,박재우,Jaewoo PARK,한국
2020,충남아산,20150042,27,박재우,Jaewoo PARK,한국
2019,아산,20150042,27,박재우,Jaewoo PARK,한국
2018,대전,20150042,27,박재우,Jaewoo PARK,한국
2017,대전,20150042,27,박재우,Jaewoo PARK,한국
2016,대전,20150042,27,박재우,Jaewoo PARK,한국
2015,대전,20150042,27,박재우,Jaewoo PARK,한국
2021,제주,20150043,21,오승훈,Seunghoon OH,한국
2020,제주,20150043,21,오승훈,Seunghoon OH,한국
2019,제주,20150043,21,오승훈,Seunghoon OH,한국
2018,울산,20150043,21,오승훈,Seunghoon OH,한국
2017,상주,20150043,21,오승훈,Seunghoon OH,한국
2016,상주,20150043,21,오승훈,Seunghoon OH,한국
2015,대전,20150043,21,오승훈,Seunghoon OH,한국
2021,성남,20150050,14,이규성,LEE Gyusung,한국
2020,부산,20150050,14,이규성,LEE Gyusung,한국
2019,상주,20150050,14,이규성,LEE Gyusung,한국
2018,상주,20150050,14,이규성,LEE Gyusung,한국
2017,부산,20150050,14,이규성,LEE Gyusung,한국
2016,부산,20150050,14,이규성,LEE Gyusung,한국
2015,부산,20150050,14,이규성,LEE Gyusung,한국
2021,부산,20150051,25,이청웅,Cheongwoong LEE,한국
2018,부산,20150051,25,이청웅,Cheongwoong LEE,한국
2017,부산,20150051,25,이청웅,Cheongwoong LEE,한국
2016,부산,20150051,25,이청웅,Cheongwoong LEE,한국
2015,부산,20150051,25,이청웅,Cheongwoong LEE,한국
2021,부산,20150052,23,김진규,Jinkyu KIM,한국
2020,부산,20150052,23,김진규,Jinkyu KIM,한국
2019,부산,20150052,23,김진규,Jinkyu KIM,한국
2018,부산,20150052,23,김진규,Jinkyu KIM,한국
2017,부산,20150052,23,김진규,Jinkyu KIM,한국
